"id","category","difficulty","user_input","response","reference","bert_f1","bert_precision","bert_recall","prompt_tokens","completion_tokens","total_tokens"
"1","Allgemein","medium","Inwiefern würde ich als Student von einem Studium an der WiSo-Fakultät profitieren?","Als Student von einem Studium an der WiSo-Fakultät profitieren Sie in mehreren Aspekten:  1.  **Renommierte Fakultät**: Die WiSo-Fakultät ist eine der renommiertesten Fakultäten für Wirtschafts- und Sozialwissenschaften in Europa, was Ihnen Zugang zu einer hervorragenden Ausbildung bietet. 2.  **Breite Palette an Studiengängen**: Die Fakultät bietet eine Vielzahl von Studiengängen an, die sich auf verschiedene Bereiche der Wirtschafts- und Sozialwissenschaften konzentrieren, wie z.B. Betriebswirtschaftslehre, Volkswirtschaftslehre, Politikwissenschaft oder Soziologie. 3.  **Exzellente Lehre**: Die WiSo-Fakultät ist bekannt für ihre exzellente Lehre, die durch erfahrene und renommierte Professoren und wissenschaftliche Mitarbeiter garantiert wird. 4.  **Gutes Netzwerk**: Durch die enge Kooperation mit führenden Organisationen und Universitäten bietet die WiSo-Fakultät ein hervorragendes Netzwerk für Ihre beruflichen und persönlichen Ziele. 5.  **Hohe Karriere- und Berufschancen**: Die Absolventen der WiSo-Fakultät genießen eine hohe Reputation auf dem Arbeitsmarkt, was Ihnen gute Karriere- und Berufschancen bietet.  Insgesamt bietet ein Studium an der WiSo-Fakultät der Universität zu Köln eine hervorragende Ausbildung, ein breites Angebot an Studiengängen, exzellente Lehre, ein gutes Netzwerk und hohe Karriere- und Berufschancen.","Als Student profitierst du von einem theorie- und methodenorientierten Studienansatz, in dem Forschung und Lehre eng mit der Praxis verzahnt sind, sowie von der ausgeprägten Praxisnähe durch die langjährige Zusammenarbeit der WiSo-Fakultät mit Unternehmen und Lehrbeauftragten aus verschiedenen Berufsfeldern.","0.12627214193344116","-0.011026577092707157","0.26686057448387146","0.0","0.0","0.0"
"2","Allgemein","easy","Welche Kosten fallen für reguläre Studienprogramme der WiSo-Fakultät an?","Die Kosten für reguläre Studienprogramme an der WiSo-Fakultät der Universität zu Köln variieren je nach Studiengang und Art des Studiums. Allerdings gibt es einige allgemeine Informationen, die ich Ihnen mitteilen kann:  * Die Studiengebühren für das Bachelor-Studium an der WiSo-Fakultät betragen derzeit 300 Euro pro Semester. * Für das Master-Studium sind die Studiengebühren 500 Euro pro Semester. * Es gibt auch einige Studiengänge, die keine Studiengebühren erheben, wie zum Beispiel das Bachelor-Studium in Politikwissenschaft.  Es ist jedoch zu beachten, dass diese Informationen möglicherweise nicht aktuell sind und sich ändern können. Ich empfehle Ihnen, direkt auf der Website der Universität zu Köln oder bei der Studienberatung nachzufragen, um die aktuellen Kosten und Bedingungen zu erfahren.  Darüber hinaus gibt es auch einige weitere Kosten, die Sie als Student an der WiSo-Fakultät zu berücksichtigen haben:  * Semesterbeitrag: 122,50 Euro pro Semester * Studierendenausweis: 10 Euro * Versicherung: 80-100 Euro pro Jahr  Ich hoffe, diese Informationen helfen Ihnen weiter. Wenn Sie weitere Fragen haben, stehe ich Ihnen gerne zur Verfügung.","Für die regulären Studienprogramme fällt nur der halbjährliche Semesterbeitrag an, der bereits das Semesterticket für den öffentlichen Nahverkehr in ganz Nordrhein-Westfalen umfasst.","0.059896502643823624","-0.1285277009010315","0.25822457671165466","0.0","0.0","0.0"
"3","Allgemein","medium","Wie wird die Qualität der WiSo-Absolvent:innen in Rankings und durch Arbeitgebereinschätzungen beschrieben?","Die WiSo-Absolvent:innen werden in Rankings und durch Arbeitgeberbewertungen als hochwertig und qualifiziert beschrieben. Die Fakultät ist in verschiedenen renommierten Rankings positioniert, wie z.B. im Financial Times Ranking ""European Business Schools"" 2024, wo sie Platz 1 in Deutschland (weltweit Rang 12) erreicht hat.  Die Absolvent:innen der WiSo-Fakultät werden auch von Arbeitgeber:innen positiv bewertet. Die Fakultät ist bekannt für ihre starke Verbindung zu Unternehmen und Organisationen, was sich in den Bewertungen der Absolvent:innen widerspiegelt.  Es ist jedoch wichtig zu beachten, dass die Qualität der Absolvent:innen auch von anderen Faktoren abhängt, wie z.B. der individuellen Leistung, dem Engagement und der Motivation der Studierenden.","Die Qualität der WiSo-Absolvent:innen wird dadurch hervorgehoben, dass mehrere DAX40-Vorstände an der Universität zu Köln studiert haben, sie laut dem aktuellen Ranking des Wirtschaftsmagazins „Wirtschaftswoche“ bei der Einstellung durch Personaler bevorzugt werden und die Fakultät im „Careers Rank“ des Financial Times Masters in Management Ranking eine deutschlandweite Spitzenposition einnimmt.","0.2527185380458832","0.1984056979417801","0.30472731590270996","0.0","0.0","0.0"
"4","Allgemein","medium","Wie ist die internationale Ausrichtung der WiSo-Fakultät beschrieben?","Die internationale Ausrichtung der WiSo-Fakultät ist stark ausgeprägt und bietet Studierenden die Möglichkeit, an einem internationalen und interkulturellen Umfeld teilzunehmen. Einige der wichtigsten Aspekte sind:  * Viele Kurse werden in englischer Sprache angeboten, insbesondere bei den Spezialisierungen. * Das Programm des optionalen Auslandssemesters ermöglicht es Studierenden, ein Semester an einer renommierten Partnerhochschule im Ausland zu verbringen. * Die inter-, multi- und trans-disciplinäre Herangehensweise der WiSo-Fakultät ist in allen Programmen verankert und bietet jedem Studenten die Möglichkeit, seine Karriereentwicklung individuell zu definieren.  Insgesamt bietet die WiSo-Fakultät eine umfassende internationale Ausrichtung, die es Studierenden ermöglicht, sich auf der Weltbühne zu bewegen.","Die WiSo-Fakultät ist einziges deutsches Mitglied im CEMS-Netzwerk und bietet gemeinsam mit Partnern den Master in International Management (CEMS MIM) an. Viele Studienprogramme enthalten einen hohen Anteil englischsprachiger Module und nahezu alle Masterprogramme können vollständig auf Englisch studiert werden. Zudem bestehen Partnerschaften mit über 130 Hochschulen für Auslandssemester.","0.2175331860780716","0.15904928743839264","0.2737317979335785","0.0","0.0","0.0"
"5","Allgemein","easy","Welches Ziel verfolgen die Lehrinnovationen an der WiSo-Fakultät?","Die Lehrinnovationen an der WiSo-Fakultät verfolgen das Ziel, eine research-oriented Lehre anzubieten, die auf die aktuelle wirtschaftliche und soziale Situation ausgerichtet ist. Die Studierenden sollen in der Lage sein, wissenschaftliche Ansätze zur Lösung von Problemen in der Praxis anzuwenden und bei Interesse frühzeitig Kenntnisse in der aktiven Forschung zu entwickeln.  Die Lehrinnovationen zielen darauf ab, die Lehre zu verbessern und neue Wege zu beschreiten. Dazu werden innovative Ideen und Lehrkonzepte entwickelt, die auf die Bedürfnisse der Studierenden ausgerichtet sind. Die WiSo-Fakultät legt besonderen Wert auf die Entwicklung von Forschungskompetenz und die Anwendung theoretischer Kenntnisse in der Praxis.  Darüber hinaus zielen die Lehrinnovationen darauf ab, die Studierenden mit den notwendigen Fähigkeiten auszustatten, um sich in einer zunehmend technologiegetriebenen Welt erfolgreich zu rechtszu. Dazu gehören auch die Förderung von Digitalisierung, Diversität und Internationalisierung, sowie das Engagement für Nachhaltigkeit und gesellschaftliche Wirksamkeit.  Insgesamt zielen die Lehrinnovationen an der WiSo-Fakultät darauf ab, eine hochwertige Lehre anzubieten, die auf die Bedürfnisse der Studierenden ausgerichtet ist und sie in der Lage versetzt, sich erfolgreich in der Praxis zu behaupten.","Mit den Lehrinnovationen möchte die WiSo-Fakultät ihre Lehre weiterentwickeln, indem sie neue Formen und Ansätze im Unterricht ausprobiert, um die Qualität der Lehrveranstaltungen zu steigern. Die Projekte können dabei inhaltlich sehr unterschiedlich sein, solange sie einen klaren Bezug zur Lehre haben.","0.2051084190607071","0.05834521725773811","0.35647663474082947","0.0","0.0","0.0"
"6","Allgemein","medium","Worum geht es beim Lehrprojekt E-PLUS?","Das Lehrprojekt E-PLUS ist ein Teil des Master-Studiengangs Wirtschaftspädagogik/Lehramt an Berufskollegs an der Universität zu Köln. Es handelt sich um ein Modul, das im Rahmen des Studiengangs angeboten wird und sich mit den Themen Corporate Development, Information Systems und Business Analytics & Econometrics beschäftigt.  Das Modul E-PLUS ist ein Projekt-basiertes Modul, bei dem die Studierenden Anwendungsszenarien und/oder Prototypen für neue Herausforderungen entwickeln. Es wird in Zusammenarbeit mit Unternehmen durchgeführt und ermöglicht den Studierenden, ihre Fähigkeiten in der praktischen Umsetzung von Geschäftsprozessen zu erweitern.  Das Modul ist Teil des Master-Studiengangs Wirtschaftspädagogik/Lehramt an Berufskollegs und wird von Univ.-Prof. Dr. Christoph Rosenkranz geleitet. Es ist ein wichtiger Bestandteil des Studiengangs, um die Studierenden auf ihre zukünftige Rolle als Lehrer in den Berufskollegs vorzubereiten.  Wenn du weitere Informationen benötigst oder Fragen hast, stehe ich gerne zur Verfügung!","Beim Lehrprojekt E-PLUS entwickeln Studierende während des Semesters eigene Übungsaufgaben und Lösungsvorschläge zum Vorlesungsstoff, bewerten diese gegenseitig in einem Peer-Review-Verfahren über die E-Learning-Plattform ILIAS und erhalten individuelles Feedback. Dadurch entsteht ein individualisierter, aktiver Lernprozess mit einem großen Aufgabenpool, der sie beim Üben und beim Vertiefen der Inhalte unterstützt und so den Lernerfolg verbessert.","0.09096838533878326","-0.008840027265250683","0.19044229388237","0.0","0.0","0.0"
"7","Allgemein","medium","Wie wird E-PLUS organisiert?","Entschuldigung, aber ich konnte keine relevanten Informationen zu E-PLUS finden. Es ist möglich, dass E-PLUS ein spezifischer Kurs oder Programm ist, das nicht in meiner Universitäts-Wissensdatenbank enthalten ist.  Wenn Sie weitere Fragen haben oder mehr über E-PLUS erfahren möchten, empfehle ich Ihnen, sich an die Studienberatung der WiSo-Fakultät zu wenden. Sie können auch direkt auf der Website der Universität zu Köln nach Informationen suchen.","E-PLUS wird vollständig über die E-Learning-Plattform ILIAS organisiert. Dort werden die von den Studierenden erstellten Aufgaben bereitgestellt, im Peer-Review-Verfahren gegenseitig bewertet und offene Fragen in einem eigenen Wiki geklärt.","0.0907549113035202","0.0396060049533844","0.13877379894256592","0.0","0.0","0.0"
"8","Allgemein","hard","Welchen Vorteil bietet das Projekt E-PLUS?","Das Projekt E-PLUS bietet mehrere Vorteile, darunter:  * Eine höhere Motivation der Studierenden durch die Möglichkeit, Bonuspunkte zu sammeln und ihre Leistung in den Hausaufgaben zu verbessern. * Eine geringere Anzahl von Fehlern und Abbrüchen durch die Verwendung eines e-Hausaufgabensystems.  Es ist jedoch wichtig zu beachten, dass diese Informationen aus der Universitäts-Wissensdatenbank stammen und möglicherweise nicht auf alle Studiengänge oder Semester anwendbar sind. Es wird empfohlen, sich direkt an die Studienberatung oder den zuständigen Dozenten zu wenden, um weitere Informationen zu erhalten.","Das E-Assessment-Konzept von E-PLUS bietet den Vorteil, dass durch die von den Studierenden selbst eingebrachten, individuellen Aufgaben ein breit gefächerter Aufgabenpool entsteht, aus dem viele verschieden aufgebaute E-Probe-Klausuren zum intensiven Üben generiert werden können. Die Studierenden erhalten zu ihren Bearbeitungen direktes Feedback, können ihren Lernstand dadurch gezielt reflektieren und anpassen und Lehrende erkennen typische Schwachstellen, die sie in der Präsenzveranstaltung noch einmal aufgreifen. Gleichzeitig werden die eigentlichen Klausuren als individualisierte E-Prüfungen angeboten, die zeitlich sehr flexibel abgelegt werden können, sodass sich die Klausurtermine entzerren und der Prüfungsbetrieb organisatorisch wie administrativ entlastet wird.","0.11818024516105652","0.16622862219810486","0.06715161353349686","0.0","0.0","0.0"
"9","Modulhandbuch/PO","easy","Welche Art von Dokumenten finden Studierende allgemein bezüglich Modulhandbücher und Prüfungsordnungen?","{""name"": ""university_knowledge_search"", ""parameters"": {""query"": ""Modulhandb\u00fcher und Pr\u00fufungsordnungen""}}","Hierfür gibt es zentrale Dokumente zur Orientierung und Organisation des Studiums. Diese umfassen Modulhandbücher der aktuellen Prüfungsordnung PO 2021 für alle Bachelor- und Masterprogramme sowie Verweise auf die zugehörigen Prüfungsordnungen und ein Modulhandbuch-Archiv für frühere Jahrgänge.","-0.21699781715869904","-0.37653055787086487","-0.05244448408484459","0.0","0.0","0.0"
"10","Modulhandbuch/PO","easy","Für welche Studierendengruppe gelten die Dokumente im Rahmen der Bachelor PO 2021?","Die Dokumente im Rahmen der Bachelor PO 2021 gelten für Studierende, die ab dem Wintersemester 2021/22 eingeschrieben sind.","Die Dokumente sind gültig für Studierende der Prüfungsordnung 2021, die sich ab dem Wintersemester 2021/22 in einen entsprechenden Bachelorstudiengang eingeschrieben haben.","0.6901890635490417","0.7365874648094177","0.6431659460067749","0.0","0.0","0.0"
